artists,album_name,track_name,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,duration_min,duration_category,popularity_category
GLAY,WHITE ROAD,HOWEVER,44.0,False,0.287,0.791,0,-4.956,1,0.05,0.163,0.0,0.0832,0.401,171.994,j-pop,5.584,Larga,Media
ONE OK ROCK,Ambitions,One Way Ticket,54.0,False,0.724,0.745,8,-4.781,1,0.0319,0.467,0.00122,0.0692,0.528,97.963,j-pop,3.61555,Media,Media
imase,J-Pop 輕旅行,Have a nice day,1.0,False,0.85,0.591,5,-4.73,1,0.0386,0.371,3.99e-06,0.117,0.564,94.018,j-pop,2.9282166666666667,Media,Muy baja
SEAMO,Live Goes On (14 Tracks),ルパン・ザ・ファイヤー,44.0,False,0.729,0.951,11,-3.87,0,0.143,0.165,0.0,0.0763,0.836,125.017,j-pop,4.438,Larga,Media
Perfume,TOKYO - HALLOWEEN -,再生,0.0,False,0.525,0.916,6,-2.407,1,0.0321,0.0191,0.000696,0.0862,0.754,150.01,j-pop,4.731333333333334,Larga,Muy baja
サザンオールスターズ,Young Love,太陽は罪な奴,44.0,False,0.325,0.966,7,-4.597,1,0.1575875,0.0272,3.01e-05,0.356,0.619,201.234,j-pop,4.358433333333333,Larga,Media
Jamie Cullum,Christmas Songs 2022,Turn On The Lights,2.0,False,0.64,0.67,0,-6.767,1,0.026,0.00706,0.0,0.19,0.46,107.973,j-pop,4.249333333333333,Larga,Muy baja
Jamie Cullum,Holiday Favorites 2022,It's Christmas,0.0,False,0.534,0.533,5,-6.161,0,0.047,0.5,0.0,0.0875,0.478,136.854,j-pop,3.0104333333333333,Media,Muy baja
Jamie Cullum,Weihnachtssongs,It's Christmas,0.0,False,0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365,123.855,j-pop,3.2451,Media,Muy baja
Jamie Cullum,World's Best Christmas Playlist,Show Me The Magic,0.0,False,0.569,0.489,5,-5.594,0,0.04,0.238,0.0,0.29,0.543,123.573,j-pop,2.506866666666667,Media,Muy baja
Jamie Cullum,Rockin' Around The Christmas Tree 2022,Hang Your Lights,0.0,False,0.346,0.605,3,-7.059,0,0.0794,0.188,0.0,0.241,0.747,201.234,j-pop,4.9446666666666665,Larga,Muy baja
Jamie Cullum,Rockin' Around The Christmas Tree 2022,Show Me The Magic,0.0,False,0.569,0.489,5,-5.594,0,0.04,0.238,0.0,0.29,0.543,123.573,j-pop,2.506866666666667,Media,Muy baja
Jamie Cullum,Weihnachten Playlist,So Many Santas,0.0,False,0.508,0.706,1,-6.294,1,0.0475,0.15,0.0,0.376,0.479,114.842,j-pop,3.47355,Media,Muy baja
Jamie Cullum,World's Best Christmas Playlist,So Many Santas,0.0,False,0.508,0.706,1,-6.294,1,0.0475,0.15,0.0,0.376,0.479,114.842,j-pop,3.47355,Media,Muy baja
Jamie Cullum,Santa Claus Is Coming To Town,Hang Your Lights,0.0,False,0.346,0.605,3,-7.059,0,0.0794,0.188,0.0,0.241,0.747,201.234,j-pop,4.9446666666666665,Larga,Muy baja
Jamie Cullum,pov: you saw mommy kissing santa claus,So Many Santas,0.0,False,0.508,0.706,1,-6.294,1,0.0475,0.15,0.0,0.376,0.479,114.842,j-pop,3.47355,Media,Muy baja
Jamie Cullum,Weihnachten Musik,Hang Your Lights,0.0,False,0.346,0.605,3,-7.059,0,0.0794,0.188,0.0,0.241,0.747,201.234,j-pop,4.9446666666666665,Larga,Muy baja
Jamie Cullum,pov: you have a holly jolly christmas,So Many Santas,0.0,False,0.508,0.706,1,-6.294,1,0.0475,0.15,0.0,0.376,0.479,114.842,j-pop,3.47355,Media,Muy baja
Jamie Cullum,Santa Claus Is Coming To Town,Show Me The Magic,0.0,False,0.569,0.489,5,-5.594,0,0.04,0.238,0.0,0.29,0.543,123.573,j-pop,2.506866666666667,Media,Muy baja
Vaundy,strobo,東京フラッシュ,66.0,False,0.628,0.634,2,-5.508,1,0.0322,0.00255,7.24e-06,0.0456,0.606,97.99,j-pop,4.3143,Larga,Alta
YOASOBI,ハルジオン,ハルジオン,62.0,False,0.686,0.902,0,-2.657,0,0.034,0.0591,0.0,0.333,0.901,130.02,j-pop,3.3,Media,Alta
BURNOUT SYNDROMES,檸檬,ヒカリアレ,60.0,False,0.313,0.941,7,-1.741,1,0.133,0.0112,0.0,0.363,0.35,178.061,j-pop,4.079766666666667,Larga,Media
YOASOBI,群青,群青,66.0,False,0.719,0.87,10,-3.073,1,0.0472,0.321,0.0,0.187,0.732,134.979,j-pop,4.140733333333333,Larga,Alta
Nogizaka46,バレッタ TypeD,月の大きさ,57.0,False,0.555,0.941,9,-3.294,0,0.0481,0.484,0.0,0.266,0.813,92.487,j-pop,3.9382166666666665,Media,Media
YOASOBI,あの夢をなぞって,あの夢をなぞって,65.0,False,0.537,0.793,8,-3.446,1,0.04,0.217,0.000361,0.143,0.73,180.029,j-pop,4.044433333333333,Larga,Alta
BURNOUT SYNDROMES,FLY HIGH!!,FLY HIGH!!,51.0,False,0.473,0.964,11,-1.48,1,0.0739,0.0139,0.0,0.326,0.345,94.573,j-pop,4.1,Larga,Media
Tom Misch,Geography,Movie,66.0,False,0.785,0.379,7,-11.446,1,0.0732,0.391,0.0161,0.267,0.182,122.043,j-pop,5.95595,Larga,Alta
cadode,Kaika,kaika,50.0,False,0.542,0.654,9,-8.384,1,0.0376,0.391,3.75e-05,0.186,0.487,88.008,j-pop,3.5686166666666668,Media,Media
FLOW,GAME,GO!!!,63.0,False,0.61,0.963,11,-4.451,1,0.0576,0.075,0.0,0.256,0.839,133.747,j-pop,3.936,Media,Alta
ASIAN KUNG-FU GENERATION,ソルファ,Re:Re:,59.0,False,0.537,0.864,4,-5.049,1,0.0369,0.000318,0.12175,0.108,0.727,153.035,j-pop,3.812666666666667,Media,Media
Anly,anly one,カラノココロ,59.0,False,0.622,0.866,2,-6.313,1,0.0507,0.147,0.00497,0.148,0.633,109.934,j-pop,4.403766666666667,Larga,Media
Fetty Wap;Monty,Fetty Wap (Deluxe),679 (feat. Monty),64.0,True,0.545,0.763,11,-5.528,0,0.1575875,0.00715,0.0,0.5355000000000001,0.752,126.59,j-pop,3.116433333333333,Media,Alta
YOASOBI,THE BOOK,アンコール,66.0,False,0.682,0.669,2,-4.741,1,0.0275,0.283,1e-06,0.145,0.831,81.999,j-pop,4.524,Larga,Alta
『ユイカ』;れん,好きだから。,好きだから。,56.0,False,0.603,0.481,0,-6.689,1,0.0345,0.173,0.0,0.329,0.698,164.999,j-pop,4.977716666666667,Larga,Media
Ado,missing,missing,55.0,False,0.498,0.878,2,-1.025,1,0.0738,0.0129,6.89e-06,0.5355000000000001,0.563,137.79,j-pop,3.1594166666666665,Media,Media
Joe Inoue,CLOSER,CLOSER,57.0,False,0.374,0.875,11,-4.821,1,0.0521,0.00122,0.0414,0.0869,0.741,165.952,j-pop,3.4668833333333335,Media,Media
Ado,UTA'S SONGS ONE PIECE FILM RED,Backlight,61.0,False,0.564,0.896,10,-3.875,0,0.108,0.000387,8.17e-06,0.374,0.713,145.023,j-pop,3.9611,Media,Alta
RADWIMPS,Your Name. (Deluxe Edition / Original Motion Picture Soundtrack),Nandemonaiya - English Version,42.0,False,0.494,0.464,6,-5.747,1,0.0315,0.153,0.0,0.354,0.471,167.882,j-pop,5.70755,Larga,Media
YOASOBI,THE BOOK,あの夢をなぞって,65.0,False,0.534,0.794,8,-3.738,1,0.0402,0.334,0.00093,0.159,0.711,179.976,j-pop,4.012433333333333,Larga,Alta
Ado,UTA'S SONGS ONE PIECE FILM RED,BINKUSUNO SAKE,58.0,False,0.696,0.376,3,-6.158,1,0.0305,0.875,0.0,0.137,0.774,111.941,j-pop,3.4342166666666665,Media,Media
BURNOUT SYNDROMES,BURNOUT SYNDROMEZ,PHOENIX,58.0,False,0.493,0.947,0,-0.717,1,0.0701,0.111,0.0,0.345,0.656,137.124,j-pop,4.11355,Larga,Media
Ado,狂言,うっせぇわ,67.0,False,0.526,0.976,11,-1.084,0,0.0799,0.00459,0.0,0.102,0.554,178.129,j-pop,3.4482166666666667,Media,Alta
Fujii Kaze,HELP EVER HURT NEVER,Nan-Nan,56.0,False,0.577,0.729,7,-7.113,1,0.1575875,0.394,0.000156,0.144,0.692,180.065,j-pop,5.344,Larga,Media
YOASOBI,Monster,Monster,56.0,False,0.615,0.868,1,-3.571,1,0.105,0.0681,0.0,0.234,0.69,170.054,j-pop,3.4166666666666665,Media,Media
milet,eyes,Drown,56.0,False,0.436,0.61,9,-4.212,0,0.033,0.01,0.000129,0.349,0.353,179.921,j-pop,3.5728833333333334,Media,Media
YOASOBI,THE BOOK 2,もしも命が描けたら,57.0,False,0.698,0.795,10,-4.516,0,0.0337,0.175,0.000752,0.158,0.356,99.987,j-pop,3.3604333333333334,Media,Media
ASIAN KUNG-FU GENERATION,BEST HIT AKG 2 (2012-2018),ブラッドサーキュレーター,57.0,False,0.372,0.975,0,-2.856,1,0.126,0.0493,0.0,0.331,0.3,181.017,j-pop,3.713766666666667,Media,Media
Shonan No Kaze,睡蓮花,睡蓮花,43.0,False,0.483,0.986,1,-2.446,1,0.1575875,0.126,0.0,0.0825,0.359,156.147,j-pop,6.54575,Muy larga,Media
UVERworld,UNSER,ODD FUTURE,59.0,False,0.699,0.8,5,-4.717,0,0.0901,0.016,1.19e-06,0.0906,0.561,128.021,j-pop,3.7748833333333334,Media,Media
YOASOBI,E-SIDE,Into The Night,57.0,False,0.638,0.868,0,-5.701,0,0.0292,0.0112,0.0,0.342,0.824,130.046,j-pop,4.327683333333334,Larga,Media
Mr.Children,シフクノオト,Any,43.0,False,0.631,0.643,3,-5.528,1,0.0299,0.12,0.0,0.0892,0.502,114.883,j-pop,5.102216666666667,Larga,Media
Michael Bublé,Crazy Love,Haven't Met You Yet,72.0,False,0.615,0.733,8,-4.808,1,0.0335,0.152,0.0,0.109,0.796,122.58,j-pop,4.076433333333333,Larga,Alta
Konomi Suzuki,LIFE of DASH,This game,56.0,False,0.477,0.924,11,-2.997,0,0.0758,0.0477,0.0,0.0571,0.269,146.964,j-pop,4.734666666666667,Larga,Media
Michael Bublé,Call Me Irresponsible,Everything,71.0,False,0.686,0.688,6,-4.981,0,0.0254,0.39,1.03e-06,0.0924,0.493,123.125,j-pop,3.53955,Media,Alta
サザンオールスターズ,SOUTHERN ALL STARS,YOU,43.0,False,0.545,0.873,9,-5.408,0,0.0395,0.0582,0.00268,0.173,0.677,137.784,j-pop,4.5277666666666665,Larga,Media
My Hair is Bad,life,白春夢,43.0,False,0.665,0.741,8,-5.576,1,0.0446,0.0565,0.0,0.0495,0.498,93.01,j-pop,4.3486666666666665,Larga,Media
EXILE,EXTREME BEST,Ki・mi・ni・mu・chu,43.0,False,0.641,0.828,10,-4.762,1,0.0413,0.0794,0.0,0.5355000000000001,0.977,75.983,j-pop,4.350216666666666,Larga,Media
Yamazaru,あいことば5,ラブソング,43.0,False,0.437,0.858,8,-3.771,1,0.0785,0.0659,0.0,0.285,0.695,168.152,j-pop,4.736666666666666,Larga,Media
Mr.Children,Q,NOT FOUND,42.0,False,0.323,0.695,2,-6.352,1,0.0392,0.00724,0.0,0.115,0.274,121.876,j-pop,4.9,Larga,Media
ONE OK ROCK,Ambitions,We Are,60.0,False,0.41,0.834,5,-5.375,1,0.054,0.0651,0.0,0.115,0.333,147.982,j-pop,4.256666666666667,Larga,Media
My Hair is Bad,歓声をさがして,歓声をさがして,42.0,False,0.498,0.952,3,-3.841,1,0.0901,0.00723,0.0,0.286,0.592,77.494,j-pop,3.886216666666667,Media,Media
Adam Melchor,Indie Chill Out,I'm Ready,0.0,False,0.417,0.426,4,-8.925,1,0.0259,0.798,0.0611,0.109,0.203,97.827,j-pop,3.236,Media,Muy baja
Adam Melchor,Refresh - Pop To Cool Down,Last Time,0.0,False,0.493,0.556,7,-11.351,1,0.102,0.714,0.0439,0.287,0.409,146.057,j-pop,3.2328666666666668,Media,Muy baja
Senri Oe,Senri Oe Singles ~First Decade~ (2022 Remastered),格好悪いふられ方,43.0,False,0.732,0.939,8,-5.039,1,0.0285,0.487,0.000181,0.184,0.96,132.148,j-pop,3.9628833333333335,Media,Media
Ezginin Günlügü,İlk Aşk,Zerdaliler,45.0,False,0.407,0.292,2,-10.662,0,0.0497,0.94,0.00121,0.11,0.293,86.411,j-pop,4.341333333333333,Larga,Media
İlhan İrem,Bezginin Gizli Mektupları,Yemyeşil Bir Deniz,44.0,False,0.486,0.568,9,-9.199,0,0.0417,0.652,0.0,0.5355000000000001,0.65,127.184,j-pop,5.96955,Larga,Media
Doris Day,Christmas Only: The Timeless Classic Collection,Silver Bells,0.0,False,0.546,0.15,5,-8.392,1,0.0344,0.815,1.51e-06,0.118,0.44,87.461,j-pop,2.7011,Media,Muy baja
Reginaldo Rossi,"Super Duelo, Vol. 3",A Raposa e as Uvas,45.0,False,0.788,0.625,5,-7.299,1,0.04,0.424,0.0,0.5355000000000001,0.891,130.045,j-pop,3.7626,Media,Media
Sertab Erener;Can Bonomo,İyiliğe Ninniler,Fış Fış Kayıkçı,45.0,False,0.657,0.134,0,-13.431,1,0.0357,0.986,0.0,0.114,0.119,117.838,j-pop,6.54575,Muy larga,Media
NICO Touches the Walls,ニコ タッチズ ザ ウォールズ ノ ベスト,ニワカ雨ニモ負ケズ,58.0,False,0.38,0.951,1,-2.92,1,0.147,0.00282,0.0,0.0536,0.664,186.127,j-pop,4.360883333333334,Larga,Media
SID,SID ALL SINGLES BEST,乱舞のメロディ,60.0,False,0.417,0.966,4,-3.072,1,0.1575875,0.00224,1.97e-06,0.145,0.623,192.067,j-pop,3.8777666666666666,Media,Media
SPYAIR,MILLION,サクラミツツキ,56.0,False,0.292,0.906,8,-4.073,1,0.0605,0.000256,0.000743,0.231,0.348,179.004,j-pop,3.620433333333333,Media,Media
Sayuri,花の塔,花の塔,67.0,False,0.486,0.948,9,-1.59,1,0.122,0.0242,0.0286,0.137,0.507,170.015,j-pop,4.593566666666667,Larga,Alta
amazarashi,地方都市のメメント・モリ,空に歌えば,61.0,False,0.593,0.951,6,-1.335,0,0.0697,0.0142,1.13e-06,0.0961,0.64,102.04,j-pop,3.6271,Media,Alta
ラックライフ,Life is beautiful,名前を呼ぶよ,53.0,False,0.528,0.718,1,-4.29,1,0.0303,0.0641,0.0,0.124,0.477,81.996,j-pop,4.544883333333333,Larga,Media
Yoh kamiyama,CLOSET,色香水,52.0,False,0.615,0.84,7,-5.811,1,0.0274,0.0576,0.000135,0.229,0.738,147.984,j-pop,4.1864333333333335,Larga,Media
YOASOBI,ミスター,ミスター,65.0,False,0.732,0.933,1,-3.51,0,0.0548,0.0674,3.67e-05,0.202,0.611,119.971,j-pop,3.1166666666666667,Media,Alta
YOASOBI,優しい彗星,優しい彗星,64.0,False,0.715,0.722,5,-4.62,1,0.0348,0.197,0.0,0.114,0.522,89.995,j-pop,3.5888833333333334,Media,Alta
Fujifabric,楽園,楽園,55.0,False,0.561,0.822,2,-5.078,1,0.0848,0.00469,2.71e-06,0.092,0.431,97.954,j-pop,3.75555,Media,Media
NICO Touches the Walls,PASSENGER,Diver,56.0,False,0.334,0.915,11,-2.124,0,0.0848,0.000182,0.0,0.137,0.478,148.995,j-pop,4.148883333333333,Larga,Media
Vaundy,mabataki,mabataki,69.0,False,0.722,0.645,7,-5.612,1,0.0365,0.175,0.0,0.0957,0.607,120.023,j-pop,4.065416666666667,Larga,Alta
Fujii Kaze,LOVE ALL SERVE ALL,きらり,61.0,False,0.752,0.773,2,-6.842,1,0.0441,0.00704,0.0,0.374,0.686,116.975,j-pop,3.798216666666667,Media,Alta
UVERworld,ODD FUTURE short ver.,ODD FUTURE short ver.,56.0,False,0.691,0.895,0,-4.3,0,0.0756,0.0274,0.0,0.503,0.581,127.924,j-pop,1.4997166666666666,Corta,Media
Nulbarich,2ND GALAXY,Lost Game,50.0,False,0.61,0.509,1,-8.63,1,0.027,0.0536,0.0,0.0754,0.224,129.943,j-pop,4.05955,Larga,Media
Ikimonogakari,超いきものばかり〜てんねん記念メンバーズBESTセレクション〜,ブルーバード,50.0,False,0.536,0.966,6,-2.929,0,0.0558,0.121,0.0,0.0477,0.849,152.076,j-pop,3.6168833333333335,Media,Media
ヨルシカ,花に亡霊,花に亡霊,58.0,False,0.661,0.446,4,-6.808,1,0.046,0.696,0.0,0.0761,0.46,89.961,j-pop,4.002,Larga,Media
eill,Palette,Koko de Iki wo Shite,53.0,False,0.668,0.747,5,-2.812,0,0.0574,0.0772,0.0,0.145,0.811,107.029,j-pop,3.5997333333333335,Media,Media
Yuuri,壱,ベテルギウス,73.0,False,0.367,0.671,5,-4.604,1,0.0478,0.222,0.0,0.494,0.691,179.833,j-pop,3.8433333333333333,Media,Alta
Aimer,Walpurgis,Torches,51.0,False,0.525,0.665,0,-6.579,1,0.0274,0.577,0.0,0.142,0.36,82.044,j-pop,4.9126666666666665,Larga,Media
Tokyo Machine;Weird Genius;Lights,Last Summer,Last Summer,54.0,True,0.641,0.915,0,-3.543,1,0.0328,0.261,0.0,0.219,0.898,144.953,j-pop,2.87585,Media,Media
Ryokuoushoku Shakai,Shout Baby,Shout Baby,62.0,False,0.474,0.881,7,-1.846,1,0.0398,0.033,0.0,0.0513,0.587,180.0,j-pop,4.4331,Larga,Alta
INTERSECTION,New Page,New Page,49.0,False,0.604,0.733,2,-5.788,1,0.0348,0.105,0.0,0.25,0.399,124.885,j-pop,4.515066666666667,Larga,Media
YOASOBI,好きだ,好きだ,67.0,False,0.771,0.935,4,-3.366,0,0.0327,0.174,1.06e-06,0.404,0.86,120.032,j-pop,3.6252,Media,Alta
D-51,Mitsuyoko Ichimura (Standard Edition),Brand New World,57.0,False,0.568,0.98,1,-4.368,1,0.151,0.00131,1.4e-06,0.436,0.65,160.1,j-pop,4.307333333333333,Larga,Media
Ado,狂言,踊,66.0,False,0.709,0.962,1,-0.753,1,0.106,0.153,1.77e-06,0.5355000000000001,0.767,128.013,j-pop,3.5057666666666667,Media,Alta
Fujii Kaze,HELP EVER HURT NEVER,SAYONARA Baby,55.0,False,0.61,0.884,9,-5.579,1,0.0425,0.00185,0.0,0.342,0.808,132.044,j-pop,4.3422,Larga,Media
FUNKIST,"Tv Anime ""Fairy Tail"" Op & Ed Theme Songs Vol. 1",Snow Fairy,58.0,False,0.418,0.846,1,-4.211,0,0.0473,0.000232,0.0,0.161,0.561,105.983,j-pop,3.6104333333333334,Media,Media
Static & Ben El;Pitbull,"Further Up (Na, Na, Na, Na, Na)","Further Up (Na, Na, Na, Na, Na)",57.0,False,0.8,0.876,6,-0.882,1,0.113,0.0148,0.0,0.218,0.912,100.025,j-pop,2.5312166666666664,Media,Media
ロクデナシ,J-Pop 輕旅行,ただ声一つ,5.0,False,0.707,0.5,1,-5.78,1,0.0296,0.895,4e-05,0.234,0.583,129.97,j-pop,2.6926833333333335,Media,Muy baja
Mr.Children,I LOVE U,CANDY,41.0,False,0.52,0.451,9,-7.813,1,0.0252,0.296,8.46e-06,0.221,0.239,138.089,j-pop,4.732666666666667,Larga,Media
サザンオールスターズ,Young Love,Moon Light Lover,41.0,False,0.608,0.676,7,-6.989,1,0.0281,0.263,4.49e-06,0.0994,0.678,133.73,j-pop,4.908216666666666,Larga,Media
ロクデナシ,J-Pop 輕旅行,三時のキス,3.0,False,0.452,0.52,5,-3.941,1,0.0353,0.00593,1.63e-06,0.183,0.45,183.782,j-pop,4.681766666666666,Larga,Muy baja
Macaroni Empitsu,LiKE,トリコになれ,41.0,False,0.68,0.865,9,-3.14,1,0.0394,0.107,0.0,0.279,0.848,128.138,j-pop,3.0031,Media,Media
TUBE,BEST of TUBEst ~All Time Best~,あー夏休み,41.0,False,0.602,0.902,6,-3.717,0,0.0626,0.46,0.0,0.221,0.826,132.044,j-pop,4.730883333333334,Larga,Media
サザンオールスターズ,太陽は罪な奴,太陽は罪な奴,42.0,False,0.568,0.947,7,-5.601,1,0.0415,0.0109,8.43e-05,0.118,0.822,100.824,j-pop,4.23555,Larga,Media
Andien,Gemintang,Gemintang,42.0,False,0.715,0.446,4,-10.232,1,0.0346,0.333,0.0772,0.113,0.59,145.015,j-pop,4.330883333333333,Larga,Media
"Fear, and Loathing in Las Vegas",All That We Have Now,Just Awake,58.0,False,0.357,0.98,5,-1.286,0,0.153,0.00143,0.0,0.196,0.567,191.147,j-pop,3.6428833333333333,Media,Media
Creep Hyp,世界観,僕は君の答えになりたいな,41.0,False,0.37,0.657,1,-4.248,1,0.0296,0.306,0.0,0.156,0.662,169.958,j-pop,3.5008833333333333,Media,Media
wacci,空に笑えば,空に笑えば,41.0,False,0.542,0.746,4,-3.802,0,0.0263,0.0565,0.0,0.126,0.504,82.039,j-pop,5.322216666666667,Larga,Media
Rin音,J-Pop 輕旅行,Ironic signal,0.0,False,0.573,0.726,10,-7.904,1,0.0293,0.571,1.18e-05,0.333,0.766,98.005,j-pop,3.5597,Media,Muy baja
BOØWY,BOφWY,BAD FEELING,41.0,False,0.606,0.966,2,-7.638,1,0.0617,0.000226,0.0529,0.0819,0.571,132.899,j-pop,4.482216666666667,Larga,Media
Skypeace,脳SIGNAL,脳SIGNAL,42.0,False,0.843,0.364,0,-9.287,1,0.119,0.353,0.0,0.17,0.795,95.018,j-pop,3.8888833333333332,Media,Media
Rin音,J-Pop 輕旅行,snow jam - From THE FIRST TAKE,0.0,False,0.639,0.479,1,-8.257,1,0.0511,0.323,0.0,0.123,0.791,80.993,j-pop,3.4160333333333335,Media,Muy baja
PornoGraffitti,PORNOGRAFFITTI 15th Anniversary “ALL TIME SINGLES”,サウダージ,41.0,False,0.598,0.956,4,-4.17,0,0.0881,0.0438,0.0,0.323,0.638,120.028,j-pop,4.365333333333333,Larga,Media
Ayten Alpman,Ben Böyleyim (45'lik),Ben Böyleyim,42.0,False,0.399,0.496,5,-7.763,0,0.0509,0.905,0.00786,0.26,0.62,113.625,j-pop,3.4454166666666666,Media,Media
Mrs. GREEN APPLE,Mrs. GREEN APPLE,サママ・フェスティバル!,42.0,False,0.433,0.971,9,-0.9,1,0.0634,0.00339,4.14e-05,0.0598,0.626,169.989,j-pop,4.38955,Larga,Media
The Go-Go's,Fiesta temática 80s,This Old Feeling,0.0,False,0.43,0.883,9,-8.881,1,0.0616,0.00346,0.00502,0.137,0.69,140.251,j-pop,3.1066666666666665,Media,Muy baja
Reginaldo Rossi,Reginaldo Rossi,Em Plena Lua De Mel,44.0,False,0.586,0.563,9,-15.2,0,0.0556,0.44,7.79e-06,0.5355000000000001,0.709,161.353,j-pop,3.6053333333333333,Media,Media
Reginaldo Rossi,Cabaret Do Rossi,"Leviana - Live From São Paulo,Brazil/2010",43.0,False,0.63,0.653,6,-7.223,0,0.0275,0.606,1.59e-05,0.368,0.59,140.071,j-pop,4.0,Media,Media
RADWIMPS,セツナレンサ,バイ・マイ・サイ,49.0,False,0.611,0.493,1,-8.365,0,0.0289,0.603,1.92e-05,0.159,0.425,95.995,j-pop,4.710216666666667,Larga,Media
Fujii Kaze,まつり,まつり,55.0,False,0.661,0.737,1,-7.307,1,0.0349,0.00758,0.0408,0.293,0.325,97.021,j-pop,3.7654,Media,Media
SID,hikari,嘘,60.0,False,0.438,0.939,11,-3.545,0,0.0586,0.0118,0.0,0.212,0.842,179.853,j-pop,3.4328833333333333,Media,Media
Ayano Kaneko,祝祭,ロマンス宣言,54.0,False,0.661,0.864,0,-8.359,0,0.0341,0.231,0.000619,0.0793,0.945,156.375,j-pop,2.4871,Corta,Media
sasanomaly,空と虚,空と虚,56.0,False,0.671,0.756,5,-5.046,0,0.0302,0.00502,0.00361,0.322,0.848,103.987,j-pop,3.6882166666666665,Media,Media
ヨルシカ,夏草が邪魔をする,言って。,62.0,False,0.608,0.749,0,-4.605,1,0.0536,0.00745,0.000297,0.0366,0.821,180.014,j-pop,4.036366666666667,Larga,Alta
Masayuki Suzuki;伊原六花,ラブ・ドラマティック,ラブ・ドラマティック,57.0,False,0.71,0.798,9,-5.309,1,0.0343,0.364,0.0,0.354,0.789,129.039,j-pop,4.39355,Larga,Media
SPYAIR,BEST,イマジネーション,57.0,False,0.481,0.938,1,-2.967,1,0.0593,0.00239,2.53e-05,0.118,0.589,101.922,j-pop,2.98555,Media,Media
Fujii Kaze,HELP EVER HURT NEVER,Mo-Eh-Wa,55.0,False,0.629,0.585,9,-7.969,1,0.0572,0.43,0.0,0.357,0.296,81.973,j-pop,5.032216666666667,Larga,Media
Creepy Nuts,よふかしのうた,よふかしのうた,57.0,False,0.736,0.975,5,-2.671,0,0.1575875,0.154,0.0,0.359,0.927,115.057,j-pop,4.0,Media,Media
UVERworld,ODD FUTURE,ODD FUTURE,56.0,False,0.694,0.795,0,-4.649,0,0.0924,0.015,0.0,0.114,0.556,128.036,j-pop,3.7651,Media,Media
Tom Misch;De La Soul,Geography,It Runs Through Me,68.0,False,0.802,0.607,11,-11.028,0,0.1575875,0.205,0.000748,0.246,0.274,96.916,j-pop,4.364683333333334,Larga,Alta
YUI,again,again,52.0,False,0.587,0.833,4,-2.937,0,0.0389,0.128,0.0,0.376,0.53,140.083,j-pop,4.291766666666667,Larga,Media
Aimer,朝が来る,朝が来る,57.0,False,0.335,0.92,1,-4.086,1,0.0986,0.00118,0.0,0.354,0.246,83.117,j-pop,4.91555,Larga,Media
Ikimonogakari,Chou Ikimonobakari Tennen Kinen Members Best Selection,SAKURA,52.0,False,0.463,0.514,5,-5.031,0,0.0301,0.141,0.0,0.37,0.41,149.951,j-pop,5.8966666666666665,Larga,Media
Masayuki Suzuki;伊原六花,Funky Flag,ラブ・ドラマティック (Funky Flag Version),55.0,False,0.714,0.796,9,-4.949,1,0.0327,0.257,0.0,0.237,0.802,129.031,j-pop,4.382433333333333,Larga,Media
UVERworld,Timeless,D-tecnoLife,60.0,False,0.463,0.934,1,-3.566,0,0.141,0.0223,0.0,0.301,0.649,168.005,j-pop,3.898216666666667,Media,Media
Kenshi Yonezu,Lemon,Lemon,53.0,False,0.532,0.661,11,-4.924,1,0.0268,0.366,0.0,0.354,0.446,86.983,j-pop,4.268416666666667,Larga,Media
BURNOUT SYNDROMES,BURNOUT SYNDROMEZ,Good Morning World!,58.0,False,0.486,0.953,0,-2.244,1,0.0766,0.0505,0.0,0.115,0.595,95.574,j-pop,4.158,Larga,Media
RADWIMPS,Weathering With You -Complete Version-,We'll Be Alright,48.0,False,0.174,0.717,0,-4.741,1,0.0458,0.115,0.0,0.352,0.424,191.988,j-pop,5.585766666666666,Larga,Media
Ado,UTA'S SONGS ONE PIECE FILM RED,I’m invincible,58.0,False,0.577,0.864,4,-2.92,1,0.0447,0.208,0.0,0.355,0.698,96.04,j-pop,4.28465,Larga,Media
YOASOBI,THE BOOK,ハルジオン,62.0,False,0.687,0.873,8,-3.852,1,0.0335,0.0545,0.0,0.318,0.884,130.024,j-pop,3.31,Media,Alta
The Bangles,The Essential Bangles,Eternal Flame,68.0,False,0.526,0.358,4,-7.239,0,0.0243,0.525,0.0,0.0942,0.399,78.989,j-pop,3.9671,Media,Alta
SEKAI NO OWARI,Habit,Habit,75.0,False,0.749,0.85,10,-5.39,0,0.126,0.203,0.0,0.18,0.912,117.968,j-pop,4.219216666666667,Larga,Alta
Fujii Kaze,HELP EVER HURT NEVER,Kazeyo,52.0,False,0.512,0.462,9,-8.285,0,0.0304,0.679,0.000216,0.101,0.228,114.966,j-pop,4.742,Larga,Media
ヨルシカ,だから僕は音楽を辞めた,だから僕は音楽を辞めた,63.0,False,0.65,0.88,4,-5.326,1,0.0283,0.36,0.00369,0.23,0.921,124.985,j-pop,4.048533333333333,Larga,Alta
